iso,year,events_flood,events_drought,events_hurricane,deaths_flood,deaths_drought,deaths_hurricane,affected_flood,affected_drought,affected_hurricane,int_disp_flood,int_disp_hurricane,int_disp_drought,asylum_apps,gdp_pc_const,agri_va_pct,unemp_rate,remit_gdp_pct,population,gini_index,diaspora_US,diaspora_ESP,total_events,total_int_disp,asylum_apps_pc100k,int_disp_total_pc100k,deaths_total,affected_total,deaths_per_event,affected_per_event,any_drought_event,any_flood_event,any_hurricane_event,any_internal_disp,log_asylum_apps,log_int_disp_total,log_events_total,lag_asylum_apps,lag_int_disp_total,lag_total_events,lag_drought_events,lag_flood_events,lag_hurricane_events
MEX,2013,1,0,4,13,0,210,0,0,172000,40000,118000,0,10277,9738.71059677222,3.02454278132287,4.921,1.80619576703496,118343573,NA,NA,NA,5,158000,8.684037281855602,133.50957385746668,223,172000,44.6,34400,0,1,1,1,9.237760967552175,11.970356641102999,1.791759469228055,11557,2500,2,0,0,2
CUB,2013,1,0,0,2,0,0,227,0,0,0,0,0,1629,7307.82004410741,3.92492352361694,3.29,NA,11298167,NA,NA,NA,1,0,14.418268025246928,0,2,227,2,227,0,1,0,0,7.396335293800808,0,0.6931471805599453,1569,351730,3,0,1,2
DOM,2013,1,0,0,0,0,0,0,0,0,0,14183,0,710,6075.03399972737,4.99410588425629,7.351,7.17044212217886,10193833,47.7,NA,NA,1,14183,6.964995404574511,139.13314059588774,0,0,0,0,0,1,0,1,6.566672429803241,9.559869847754044,0.6931471805599453,1029,43383,4,0,2,2
HTI,2013,1,0,0,6,0,0,0,0,0,873,228,0,5286,1392.38204736859,19.3274999569264,13.642,11.9509923558058,10222362,NA,NA,NA,1,1101,51.71016248495211,10.770504898965621,6,0,6,0,0,1,0,1,8.57300625623545,7.004881989712859,0.6931471805599453,5546,85900,5,0,3,2
JAM,2013,0,0,0,0,0,0,0,0,0,0,0,0,590,5016.03133158485,5.97047963265033,9.698,15.2261378594526,2783687,NA,NA,NA,0,0,21.194911640568787,0,0,0,NA,NA,0,0,0,0,6.3818160174060985,0,0,783,2000,1,0,0,1
TTO,2013,0,0,0,0,0,0,0,0,0,29,0,0,105,19418.5277404391,0.712770741788669,2.683,0.508147287710555,1340557,NA,NA,NA,0,29,7.83256512031939,2.1632798903739268,0,0,NA,NA,0,0,0,1,4.663439094112067,3.4011973816621555,0,133,0,0,0,0,0
BHS,2013,1,0,0,0,0,0,1000,0,0,0,0,0,25,30368.3622669943,0.927897053067693,16.18,0,378953,NA,NA,NA,1,0,6.597124181626746,0,0,1000,0,1000,0,1,0,0,3.258096538021482,0,0.6931471805599453,36,0,1,0,0,1
BRB,2013,0,0,0,0,0,0,0,0,0,0,0,0,24,19191.4375467197,1.97161309365167,11.55,3.56232031422526,277665,NA,NA,NA,0,0,8.643509264761493,0,0,0,NA,NA,0,0,0,0,3.2188758248682006,0,0,48,0,0,0,0,0
GRD,2013,0,0,0,0,0,0,0,0,0,0,0,0,24,7688.75297701343,4.83545561235478,NA,4.57296727253599,113487,NA,NA,NA,0,0,21.147796663935075,0,0,0,NA,NA,0,0,0,0,3.2188758248682006,0,0,46,0,0,0,0,0
LCA,2013,1,0,0,6,0,0,19984,0,0,0,1200,0,72,10279.4155096001,2.62387744085513,22.21,1.9648925905188,173369,NA,NA,NA,1,1200,41.52991595960062,692.1652659933437,6,19984,6,19984,0,1,0,1,4.290459441148391,7.0909098220799835,0.6931471805599453,447,0,0,0,0,0
VCT,2013,1,0,0,12,0,0,16885,0,0,0,2325,0,79,6989.48254510922,6.54391422693896,19.367,5.70156146729895,108135,NA,NA,NA,1,2325,73.05682711425533,2150.0901650714386,12,16885,12,16885,0,1,0,1,4.382026634673881,7.75190533307861,0.6931471805599453,368,0,0,0,0,0
ATG,2013,0,0,0,0,0,0,0,0,0,0,0,0,19,15748.1952024226,1.48400040236501,NA,2.2608267078371602,88064,NA,NA,NA,0,0,21.575218023255815,0,0,0,NA,NA,0,0,0,0,2.995732273553991,0,0,37,0,0,0,0,0
KNA,2013,0,0,0,0,0,0,0,0,0,0,0,0,20,18773.8926898397,1.08373424583277,NA,2.34875092731461,47069,NA,NA,NA,0,0,42.49081136204296,0,0,0,NA,NA,0,0,0,0,3.044522437723423,0,0,17,0,0,0,0,0
ARG,2014,3,0,0,3,0,0,7203,0,0,25600,6328,0,57,13456.1319159151,6.71270351428559,7.268,0.0960152008279335,43024071,41.8,NA,NA,3,31928,0.1324839762373951,74.20962093522019,3,7203,1,2401,0,1,0,1,4.060443010546419,10.371269966709153,1.3862943611198906,69,6300,1,0,1,0
BOL,2014,1,1,0,38,0,0,185120,51180,0,189997,0,0,187,2900.90241586338,9.74021753770169,2.021,3.56697642694154,10848888,47.8,NA,NA,2,189997,1.7236789613829546,1751.303912437846,38,236300,19,118150,1,1,0,1,5.236441962829949,12.154768824771432,1.0986122886681098,205,2709,3,1,2,0
BRA,2014,4,1,0,41,0,0,550600,27000000,0,150313,0,0,655,9338.34278278114,4.32561053879483,6.755,0.107811945028355,200085127,52,NA,NA,5,150313,0.3273606638438448,75.12452437306847,41,27550600,8.2,5510120,1,1,0,1,6.486160788944089,11.920481718442405,1.791759469228055,443,82255,5,0,5,0
CHL,2014,1,0,0,0,0,0,10917,0,0,0,0,0,72,13285.9540361192,3.94662062999462,6.483,0.0233520103179811,17864195,NA,NA,NA,1,0,0.4030408311149761,0,0,10917,0,10917,0,1,0,0,4.290459441148391,0,0.6931471805599453,71,0,0,0,0,0
COL,2014,4,0,0,77,0,0,72214,0,0,4715,2466,0,6556,6121.83982019825,5.44695721474421,8.799,1.09267695626741,46565429,52.5,NA,NA,4,7181,14.07911435756342,15.421311806232904,77,72214,19.25,18053.5,0,1,0,1,8.788288460263619,8.879333174786028,1.6094379124341003,14924,6101,1,0,1,0
ECU,2014,0,0,0,0,0,0,0,0,0,0,0,0,3604,6055.04172761485,7.40439967003185,3.48,2.40703123870624,16035124,45,NA,NA,0,0,22.475660306711692,0,0,0,NA,NA,0,0,0,0,8.190077049719049,0,0,1934,7340,2,1,1,0
GUY,2014,0,0,0,0,0,0,0,0,0,0,0,0,115,5635.71704117947,24.5940865009998,12.639,7.98656121698548,754229,NA,NA,NA,0,0,15.247358560861489,0,0,0,NA,NA,0,0,0,0,4.7535901911063645,0,0,109,0,0,0,0,0
PRY,2014,2,0,0,0,0,0,233360,0,0,83565,0,0,12,5794.47644401603,11.7708565049652,5.034,1.25474487879368,6069811,50.7,NA,NA,2,83565,0.19769973068354188,1376.7314995475147,0,233360,0,116680,0,1,0,1,2.5649493574615367,11.333392017783908,1.0986122886681098,19,28000,2,1,1,0
PER,2014,3,0,0,41,0,0,90178,0,0,531,0,0,639,6103.91864749969,6.80424741378252,3.208,1.31310777395905,30115826,43.1,NA,NA,3,531,2.1218079822881166,1.763192548661956,41,90178,13.666666666666666,30059.333333333332,0,1,0,1,6.461468176353717,6.2766434893416445,1.3862943611198906,509,22257,2,0,2,0
SUR,2014,0,0,0,0,0,0,0,0,0,0,0,0,37,9224.24378410547,9.38475771944027,6.94,0.168564637405158,575373,NA,NA,NA,0,0,6.430611099234757,0,0,0,NA,NA,0,0,0,0,3.6375861597263857,0,0,40,300,0,0,0,0
URY,2014,0,0,0,0,0,0,0,0,0,4930,0,0,19,17122.0364563225,6.73546217242537,6.547,0.15908431079509,3356334,40.1,NA,NA,0,4930,0.5660938392901302,146.88645408949168,0,0,NA,NA,0,0,0,1,2.995732273553991,8.503297086224126,0,8,1000,0,0,0,0
VEN,2014,0,0,0,0,0,0,0,0,0,0,0,0,4187,NA,5.02675356618482,6.821,0.0265362345081267,30254079,NA,NA,NA,0,0,13.83945616060565,0,0,0,NA,NA,0,0,0,0,8.339978571990427,0,0,1147,0,0,0,0,0
BLZ,2014,0,0,0,0,0,0,0,0,0,0,0,0,54,6109.47778375326,10.1788846018941,8.244,3.75701707582658,348923,NA,NA,NA,0,0,15.4761938880498,0,0,0,NA,NA,0,0,0,0,4.007333185232471,0,0,43,126,0,0,0,0
CRI,2014,0,0,0,0,0,0,0,0,0,0,0,0,69,11422.6735793246,4.88788378992891,8.499,1.14180389892617,4767119,48.6,NA,NA,0,0,1.447415094945186,0,0,0,NA,NA,0,0,0,0,4.248495242049359,0,0,488,45,0,0,0,0
SLV,2014,0,0,0,0,0,0,0,0,0,0,0,0,11730,3713.94992016222,5.86687215376832,4.154,18.4140727443948,6162955,41.6,NA,NA,0,0,190.33077476632556,0,0,0,NA,NA,0,0,0,0,9.369990189505721,0,0,6588,0,0,0,0,0
GTM,2014,1,1,1,6,0,5,87500,1300000,100000,481,0,0,9249,3809.61576952923,10.0744835169507,2.717,9.94162307921341,15681725,48.3,NA,NA,3,481,58.97948089256762,3.067264602586769,11,1487500,3.6666666666666665,495833.3333333333,1,1,1,1,9.132378830506472,6.1779441140506,1.3862943611198906,5067,0,0,0,0,0
HND,2014,2,1,0,4,0,0,23000,2023000,0,2500,0,0,8015,2229.24772232218,12.5383501333105,7.078,17.0551897987251,9063122,49.9,NA,NA,3,2500,88.43530959861293,27.58431366145132,4,2046000,1.3333333333333333,682000,1,1,0,1,8.989194823324645,7.824445930877619,1.3862943611198906,4006,0,0,0,0,0
NIC,2014,1,1,0,0,0,0,60345,460000,0,32834,0,0,486,2006.64869646533,16.7090173834472,4.52,9.59728859218162,6066492,46.2,NA,NA,2,32834,8.01121966368702,541.2353630401227,0,520345,0,260172.5,1,1,0,1,6.18826412308259,10.399250298625073,1.0986122886681098,394,161,1,0,1,0
PAN,2014,1,0,0,9,0,0,116,0,0,319,0,0,26,13611.5490809559,2.98667755648831,4.391,1.47081971942776,3892101,50.5,NA,NA,1,319,0.6680196634157233,8.196087408831374,9,116,9,116,0,1,0,1,3.295836866004329,5.768320995793772,0.6931471805599453,16,1717,1,1,0,0
MEX,2014,0,0,6,0,0,19,0,0,144000,2300,16000,0,14166,9862.4812527519,3.02713652233698,4.819,1.87295707017826,119784261,48.9,NA,NA,6,18300,11.826261548668736,15.277466210690234,19,144000,3.1666666666666665,24000,0,0,1,1,9.55867059537935,9.814710982145282,1.9459101490553132,10277,158000,5,0,1,4
CUB,2014,0,0,0,0,0,0,0,0,0,0,0,0,2440,7392.48324633027,3.93770588957314,2.7,NA,11285775,NA,NA,NA,0,0,21.62013685369414,0,0,0,NA,NA,0,0,0,0,7.80016307039296,0,0,1629,0,1,0,1,0
DOM,2014,1,0,0,1,0,0,300,0,0,350,11091,0,1089,6430.27811051339,4.83780303264764,6.719,7.17816631851046,10315528,44.3,NA,NA,1,11441,10.55690023816522,110.91046430197271,1,300,1,300,0,1,0,1,6.993932975223189,9.345046074828474,0.6931471805599453,710,14183,1,0,1,0
HTI,2014,1,1,0,12,0,0,30000,1000000,0,6500,0,0,6001,1411.76834802154,17.8297636475726,13.755,13.0524138951601,10373235,NA,NA,NA,2,6500,57.850805462326846,62.661262373791786,12,1030000,6,515000,1,1,0,1,8.699848026000312,8.77971129020447,1.0986122886681098,5286,1101,1,0,1,0
JAM,2014,0,1,0,0,0,0,0,91545,0,0,0,0,690,5032.44261647028,5.97248983885497,9.046,16.3231130455566,2793749,NA,NA,NA,1,0,24.697995417626995,0,0,91545,0,91545,1,0,0,0,6.53813982376767,0,0.6931471805599453,590,0,0,0,0,0
TTO,2014,0,0,0,0,0,0,0,0,0,0,0,0,125,20064.4798884344,0.668563329698263,2.477,0.491379940056118,1345343,NA,NA,NA,0,0,9.291310840432514,0,0,0,NA,NA,0,0,0,0,4.836281906951478,0,0,105,29,0,0,0,0
BHS,2014,0,0,0,0,0,0,0,0,0,0,0,0,44,30658.7356351188,0.838487849108097,13.8,0,382298,NA,NA,NA,0,0,11.509346112195198,0,0,0,NA,NA,0,0,0,0,3.8066624897703196,0,0,25,0,1,0,1,0
BRB,2014,0,0,0,0,0,0,0,0,0,0,0,0,29,19160.122299023,1.88337567697601,12.17,3.51691726491906,278348,NA,NA,NA,0,0,10.418612671907109,0,0,0,NA,NA,0,0,0,0,3.4011973816621555,0,0,24,0,0,0,0,0
GRD,2014,0,0,0,0,0,0,0,0,0,0,0,0,22,8206.62862112333,6.10189188310633,NA,4.48852097718851,114132,NA,NA,NA,0,0,19.27592612063225,0,0,0,NA,NA,0,0,0,0,3.1354942159291497,0,0,24,0,0,0,0,0
LCA,2014,0,0,0,0,0,0,0,0,0,0,0,0,50,10369.9382566513,2.21690522571356,21.597,2.01408337302494,174138,NA,NA,NA,0,0,28.712859915699042,0,0,0,NA,NA,0,0,0,0,3.9318256327243257,0,0,72,1200,1,0,1,0
VCT,2014,0,0,0,0,0,0,0,0,0,0,0,0,67,7116.35480304653,6.55414786949357,19.249,5.64615892746814,107535,NA,NA,NA,0,0,62.30529595015577,0,0,0,NA,NA,0,0,0,0,4.219507705176107,0,0,79,2325,1,0,1,0
ATG,2014,0,0,0,0,0,0,0,0,0,0,0,0,30,15967.284996712,1.44123185699971,NA,2.31007836736381,88765,NA,NA,NA,0,0,33.79710471469611,0,0,0,NA,NA,0,0,0,0,3.4339872044851463,0,0,19,0,0,0,0,0
KNA,2014,0,0,0,0,0,0,0,0,0,0,0,0,5,20187.8061975481,0.937876842883261,NA,2.27576714513556,47089,NA,NA,NA,0,0,10.618191084966766,0,0,0,NA,NA,0,0,0,0,1.791759469228055,0,0,20,0,0,0,0,0
ARG,2015,3,0,0,11,0,0,141133,0,0,35807,400,0,97,13679.6264980954,5.1566859021408,7.579,0.0831331023452092,43477012,NA,NA,NA,3,36207,0.223106408508478,83.27849209140683,11,141133,3.6666666666666665,47044.333333333336,0,1,0,1,4.584967478670572,10.497035367873318,1.3862943611198906,57,31928,3,0,3,0
BOL,2015,2,0,0,25,0,0,96890,0,0,7546,0,0,178,2996.01289811344,10.2394941144455,3.111,3.60894254325227,11014705,46.7,NA,NA,2,7546,1.6160214912700794,68.50841670294393,25,96890,12.5,48445,0,1,0,1,5.187385805840755,8.928905412284868,1.0986122886681098,187,189997,2,1,1,0
BRA,2015,4,0,0,11,0,0,298510,0,0,58472,1000,0,1122,8936.19661712113,4.31914942964047,8.538,0.160741889371087,201675532,51.9,NA,NA,4,59472,0.5563391795093914,29.488951589823994,11,298510,2.75,74627.5,0,1,0,1,7.023758954738443,10.993277707031128,1.6094379124341003,655,150313,5,1,4,0
CHL,2015,2,0,0,178,0,0,164240,0,0,1095,0,0,109,13433.9202987032,3.7094042753649,6.313,0.0243316680794115,18047625,45.3,NA,NA,2,1095,0.603957584446707,6.0672803208178365,178,164240,89,82120,0,1,0,1,4.700480365792417,6.999422467507961,1.0986122886681098,72,0,1,0,1,0
COL,2015,1,1,0,0,0,0,8105,0,0,2425,1045,0,6293,6248.51490534512,5.98042480849816,8.572,1.70416576384897,46969940,51,NA,NA,2,3470,13.397930676513532,7.387703710074997,0,8105,0,4052.5,1,1,0,1,8.747352077624353,8.152198015861787,1.0986122886681098,6556,7181,4,0,4,0
ECU,2015,1,0,0,12,0,0,1185,0,0,1527,0,0,3805,5976.1596805651,8.02049629728797,3.616,2.45609170654041,16266225,46,NA,NA,1,1527,23.392028574546337,9.387549969338307,12,1185,12,1185,0,1,0,1,8.244334047856094,7.331714969726466,0.6931471805599453,3604,0,0,0,0,0
GUY,2015,1,0,0,0,0,0,199000,0,0,0,0,0,153,5640.41560569466,25.4431214761023,13.004,7.07441175191082,758781,NA,NA,NA,1,0,20.163920815096848,0,0,199000,0,199000,0,1,0,0,5.0369526024136295,0,0.6931471805599453,115,0,0,0,0,0
PRY,2015,2,0,0,12,0,0,140150,0,0,166000,5400,0,50,5879.33792308671,9.44042072515891,4.556,1.52890986973172,6159103,47.6,NA,NA,2,171400,0.8118065244240923,2782.872765725788,12,140150,6,70075,0,1,0,1,3.9318256327243257,12.051761119434515,1.0986122886681098,12,83565,2,0,2,0
PER,2015,2,0,0,9,0,0,150585,0,0,4080,1350,0,774,6231.71150338894,7.04564405972046,3.272,1.43573230893276,30457600,43.4,NA,NA,2,5430,2.5412376549695312,17.8280626181971,9,150585,4.5,75292.5,0,1,0,1,6.652863029353347,8.599878558034845,1.0986122886681098,639,531,3,0,3,0
SUR,2015,0,0,0,0,0,0,0,0,0,0,0,0,32,8813.61705392067,10.4081572411936,7.22,0.130808596217732,581627,NA,NA,NA,0,0,5.501807859676391,0,0,0,NA,NA,0,0,0,0,3.4965075614664802,0,0,37,0,0,0,0,0
URY,2015,3,0,0,2,0,0,35326,0,0,23571,0,0,28,17125.9016800298,6.13144194290358,7.488,0.156495396899523,3368017,40.1,NA,NA,3,23571,0.8313497229972414,699.8480114559992,2,35326,0.6666666666666666,11775.333333333334,0,1,0,1,3.367295829986474,10.067814845957804,1.3862943611198906,19,4930,0,0,0,0
VEN,2015,1,0,0,0,0,0,45297,0,0,45481,0,0,10366,NA,NA,6.137,NA,30573972,NA,NA,NA,1,45481,33.90465589488994,148.7572501211161,0,45297,0,45297,0,1,0,1,9.246382963323112,10.725071922271374,0.6931471805599453,4187,0,0,0,0,0
BLZ,2015,1,0,0,0,0,0,20000,0,0,252,0,0,40,6154.49593498217,9.61446387451266,7.578,3.86421078123078,356333,NA,NA,NA,1,252,11.225454841398355,70.72036550080963,0,20000,0,20000,0,1,0,1,3.713572066704308,5.53338948872752,0.6931471805599453,54,0,0,0,0,0
CRI,2015,1,1,0,0,0,0,9666,0,0,1057,0,0,104,11714.7105980803,4.74911042906871,8.415,0.977976120600726,4818038,48.4,NA,NA,2,1057,2.1585549968680198,21.938390689322084,0,9666,0,4833,1,1,0,1,4.653960350157523,6.964135612418245,1.0986122886681098,69,0,0,0,0,0
SLV,2015,1,1,0,1,0,0,0,700000,0,198,1784,0,22932,3790.34089108162,5.52976674016479,3.998,18.2378057227401,6183676,40.6,NA,NA,2,1982,370.84737298655364,32.05213209747729,1,700000,0.5,350000,1,1,0,1,10.040332200263972,7.592366128519796,1.0986122886681098,11730,0,0,0,0,0
GTM,2015,2,0,0,8,0,0,65136,0,0,1916,100,0,16717,3893.50522093509,9.96700317233299,2.506,10.4233906506732,15971743,NA,NA,NA,2,2016,104.66609686870117,12.622291756134569,8,65136,4,32568,0,1,0,1,9.7242412622591,7.6093665379542115,1.0986122886681098,9249,481,3,1,1,1
HND,2015,0,0,0,0,0,0,0,0,0,2006,0,0,16498,2271.20265980349,12.2159784468116,6.147,17.4749176819329,9237305,49.2,NA,NA,0,2006,178.60187576354792,21.71629062805656,0,0,NA,NA,0,0,0,1,9.711055051991444,7.604396348796338,0,8015,2500,3,1,2,0
NIC,2015,1,0,0,2,0,0,3750,0,0,1023,0,0,799,2074.45620634731,16.1099292353151,4.7,9.38722671993586,6149417,NA,NA,NA,1,1023,12.993101622479008,16.635723353937454,2,3750,2,3750,0,1,0,1,6.684611727667927,6.931471805599453,0.6931471805599453,486,32834,2,1,1,0
PAN,2015,1,1,0,0,0,0,3500,0,0,100,0,0,26,14082.6548502728,2.94961630201192,4.335,0.993763317506586,3960035,50.8,NA,NA,2,100,0.6565598536376572,2.525230206298682,0,3500,0,1750,1,1,0,1,3.295836866004329,4.61512051684126,1.0986122886681098,26,319,1,0,1,0
MEX,2015,1,0,1,0,0,14,3000,0,15000,464,90000,0,19577,10021.2386124039,3.08518634351385,4.311,2.21091481741302,121072306,NA,NA,NA,2,90464,16.169676325484375,74.71898652033603,14,18000,7,9000,0,1,1,1,9.882161765821376,11.412718314553198,1.0986122886681098,14166,18300,6,0,0,6
CUB,2015,1,1,0,3,0,0,10089,100000,0,2000,0,0,2413,7727.91997207998,3.83575415916853,2.4,NA,11275065,NA,NA,NA,2,2000,21.40120699969357,17.73825694131253,3,110089,1.5,55044.5,1,1,0,1,7.789040401657477,7.601402334583733,1.0986122886681098,2440,0,0,0,0,0
DOM,2015,2,0,1,2,0,0,20850,0,33,20410,7350,0,1644,6800.95309395474,5.05883234424627,7.605,7.32201716302417,10434829,45.2,NA,NA,3,27760,15.754929956207237,266.0321505987305,2,20883,0.6666666666666666,6961,0,1,1,1,7.405495663199472,10.231387437026681,1.3862943611198906,1089,11441,1,0,1,0
HTI,2015,1,0,1,6,0,5,45000,0,0,1488,0,0,7407,1411.12684746796,17.2198989989619,13.724,14.7852864304504,10523242,NA,NA,NA,2,1488,70.38705372355781,14.140129059086544,11,45000,5.5,22500,0,1,1,1,8.910315776326016,7.305860032684009,1.0986122886681098,6001,6500,2,1,1,0
JAM,2015,0,0,0,0,0,0,0,0,0,0,0,0,830,5062.8955502426,6.30833589909362,8.825,16.6413726977118,2802534,NA,NA,NA,0,0,29.616054613431988,0,0,0,NA,NA,0,0,0,0,6.7226297948554485,0,0,690,0,1,1,0,0
TTO,2015,0,0,0,0,0,0,0,0,0,0,0,0,117,19887.2337359338,0.922053381312427,2.428,0.578227228377702,1349667,NA,NA,NA,0,0,8.668804971893067,0,0,0,NA,NA,0,0,0,0,4.770684624465665,0,0,125,0,0,0,0,0
BHS,2015,0,0,1,0,0,33,0,0,6710,0,2842,0,95,30719.405417469,0.815199026829763,12,0,385346,NA,NA,NA,1,2842,24.65316884047064,737.5190088907112,33,6710,33,6710,0,0,1,1,4.564348191467836,7.952615111651,0.6931471805599453,44,0,0,0,0,0
BRB,2015,0,0,0,0,0,0,0,0,0,0,0,0,40,18954.2913724506,1.80229026432247,9.803,3.74501006223852,278990,NA,NA,NA,0,0,14.337431449155885,0,0,0,NA,NA,0,0,0,0,3.713572066704308,0,0,29,0,0,0,0,0
GRD,2015,0,0,0,0,0,0,0,0,0,0,0,0,23,8694.12438005692,7.42852685072365,NA,4.34848478558055,114676,NA,NA,NA,0,0,20.05650702849768,0,0,0,NA,NA,0,0,0,0,3.1780538303479458,0,0,22,0,0,0,0,0
LCA,2015,0,0,0,0,0,0,0,0,0,0,0,0,84,10334.9860823918,2.15259095649537,20.858,2.24052636321995,174905,43.7,NA,NA,0,0,48.026071295846315,0,0,0,NA,NA,0,0,0,0,4.442651256490317,0,0,50,0,0,0,0,0
VCT,2015,0,0,0,0,0,0,0,0,0,0,0,0,60,7353.73556054184,6.26030041907991,19.141,5.31302901273169,106960,NA,NA,NA,0,0,56.09573672400897,0,0,0,NA,NA,0,0,0,0,4.110873864173311,0,0,67,0,0,0,0,0
ATG,2015,0,0,0,0,0,0,0,0,0,0,0,0,19,16077.6340769406,1.44568317612291,NA,2.17354673183729,89409,NA,NA,NA,0,0,21.250657092686417,0,0,0,NA,NA,0,0,0,0,2.995732273553991,0,0,30,0,0,0,0,0
KNA,2015,0,0,0,0,0,0,0,0,0,0,0,0,28,20328.8003530109,0.848520023215322,NA,2.549384600503,47087,NA,NA,NA,0,0,59.46439569307877,0,0,0,NA,NA,0,0,0,0,3.367295829986474,0,0,5,0,0,0,0,0
ARG,2016,2,0,0,0,0,0,85769,0,0,11620,0,0,105,13265.8860639123,6.26456582010254,8.085,0.0702343224152265,43900313,42.3,NA,NA,2,11620,0.23917824913913485,26.46905957139759,0,85769,0,42884.5,0,1,0,1,4.663439094112067,9.360569085222874,1.0986122886681098,97,36207,3,0,3,0
BOL,2016,2,1,0,4,0,0,5420,665000,0,6767,0,0,201,3077.57057564767,11.1718754150532,3.498,3.67293280792535,11180020,45.2,NA,NA,3,6767,1.7978500932914252,60.52761980747798,4,670420,1.3333333333333333,223473.33333333334,1,1,0,1,5.308267697401205,8.81996090128606,1.3862943611198906,178,7546,2,0,2,0
BRA,2016,2,0,0,33,0,0,50500,0,0,13562,0,0,1824,8577.84376650911,4.89135358790863,11.58,0.152575400687928,203218114,53.4,NA,NA,2,13562,0.8975577836530851,6.673617687446898,33,50500,16.5,25250,0,1,0,1,7.509335266016592,9.515100775962715,1.0986122886681098,1122,59472,4,0,4,0
CHL,2016,1,0,0,12,0,0,0,0,0,0,0,0,161,13505.097711133,4.19908937129196,6.673,0.0258882864665846,18267221,NA,NA,NA,1,0,0.881360114929359,0,12,0,12,0,0,1,0,0,5.087596335232384,0,0.6931471805599453,109,1095,2,0,2,0
COL,2016,2,0,0,10,0,0,0,0,0,30629,210,0,11295,6316.07067782542,6.60641226605787,8.922,1.83643004865322,47437512,50.6,NA,NA,2,30839,23.810270656690427,65.00973322546933,10,0,5,0,0,1,0,1,9.332203959733024,10.336567827677266,1.0986122886681098,6293,3470,2,1,1,0
ECU,2016,2,0,0,9,0,0,33955,0,0,16998,0,0,4580,5849.13587933672,8.07212585894998,4.597,2.67435295214933,16505139,45,NA,NA,2,16998,27.748933226190946,102.98610632724753,9,33955,4.5,16977.5,0,1,0,1,8.429672593886743,9.74090979777877,1.0986122886681098,3805,1527,1,0,1,0
GUY,2016,0,0,0,0,0,0,0,0,0,0,0,0,153,5818.61682204646,20.3872409058451,13.257,7.19956609532917,763548,NA,NA,NA,0,0,20.038032972386805,0,0,0,NA,NA,0,0,0,0,5.0369526024136295,0,0,153,0,1,0,1,0
PRY,2016,0,1,0,0,0,0,0,0,0,1350,2250,0,36,6041.95879367268,10.696513407573,5.255,1.82007164354988,6249126,47.9,NA,NA,1,3600,0.5760805591053852,57.60805591053853,0,0,0,0,1,0,0,1,3.6109179126442243,8.188966863648876,0.6931471805599453,50,171400,2,0,2,0
PER,2016,1,0,0,2,0,0,10000,0,0,12151,531,0,1146,6392.25474941014,6.93503461650105,3.741,1.5028217993367,30866494,43.6,NA,NA,1,12682,3.712763749585554,41.08662292516928,2,10000,2,10000,0,1,0,1,7.044905117129371,9.448017793067429,0.6931471805599453,774,5430,2,0,2,0
SUR,2016,0,0,0,0,0,0,0,0,0,0,0,0,33,8293.31553031406,10.7661271900991,7.917,0.0450212160147506,587757,NA,NA,NA,0,0,5.614565202966532,0,0,0,NA,NA,0,0,0,0,3.5263605246161616,0,0,32,0,0,0,0,0
URY,2016,1,0,0,8,0,0,10355,0,0,12231,72,0,53,17357.2349992841,6.67871966293107,7.841,0.157345013875127,3379283,39.7,NA,NA,1,12303,1.5683800380139812,364.0713133525662,8,10355,8,10355,0,1,0,1,3.9889840465642745,9.417679691745425,0.6931471805599453,28,23571,3,0,3,0
VEN,2016,1,0,0,0,0,0,0,0,0,228,0,0,34379,NA,NA,5.319,NA,30765720,NA,NA,NA,1,228,111.74450004745542,0.741084557748039,0,0,0,0,0,1,0,1,10.44523027893684,5.43372200355424,0.6931471805599453,10366,45481,1,0,1,0
BLZ,2016,0,0,1,0,0,0,0,0,10355,0,3500,0,77,6016.49646985703,7.7024372823855,7,4.31528464785762,364705,NA,NA,NA,1,3500,21.11295430553461,959.6797411606641,0,10355,0,10355,0,0,1,1,4.356708826689592,8.160803920954665,0.6931471805599453,40,252,1,0,1,0
CRI,2016,0,0,1,0,0,9,0,0,50000,153,5500,0,119,12084.4351325708,4.91435578688065,8.085,0.926850292041296,4866998,48.7,NA,NA,1,5653,2.445039015836867,116.14962652542697,9,50000,9,50000,0,0,1,1,4.787491742782046,8.640118538253535,0.6931471805599453,104,1057,2,1,1,0
SLV,2016,0,0,0,0,0,0,0,0,0,471,0,0,43322,3875.84691357954,5.73215390739613,4.418,18.8561820072362,6200800,40,NA,NA,0,471,698.6517868662108,7.595794091085021,0,0,NA,NA,0,0,0,1,10.676438950794674,6.156978985585555,0,22932,1982,2,1,1,0
GTM,2016,0,0,1,0,0,0,0,0,55,901,706,0,26667,3924.77883374916,9.66139548814703,2.583,11.1465475585803,16268760,NA,NA,NA,1,1607,163.91538138124847,9.877827197647516,0,55,0,55,0,0,1,1,10.19121962373795,7.382746449738912,0.6931471805599453,16717,2016,2,0,2,0
HND,2016,1,0,1,6,0,1,450000,0,151,724,11,0,24994,2315.72983058198,12.0499014058464,6.727,17.790816103454,9412380,49.8,NA,NA,2,735,265.5438900681868,7.808864495483608,7,450151,3.5,225075.5,0,1,1,1,10.12643108384767,6.601230118728877,1.0986122886681098,16498,2006,0,0,0,0
